Student ID,School Level,School Year,Course Code,Course Title,Section,Term,Block,Enrolled
S008,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S019,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S062,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S068,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S118,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S138,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S154,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S156,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S156,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S157,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S221,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S243,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S250,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S265,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S318,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S339,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S345,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S368,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S405,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S417,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S432,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S484,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S490,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S499,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S499,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S526,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S533,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S535,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S544,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S550,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S590,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-003,2nd Semester,D135L,1
S598,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S634,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-002,1st Semester,E13L5,1
S655,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
#N/A,NCSSM Durham,2023 - 2024,AR4100,AR4100 Drawing,AR4100-001,1st Semester,C13L5,1
S054,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S070,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S193,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-002,2nd Semester,G2L34,1
S273,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-002,2nd Semester,G2L34,1
S273,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S347,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S358,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-002,2nd Semester,G2L34,1
S399,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S459,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S510,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-002,2nd Semester,G2L34,1
S514,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-002,2nd Semester,G2L34,1
S570,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S576,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S586,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-002,2nd Semester,G2L34,1
S615,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-001,1st Semester,D135L,1
S667,NCSSM Durham,2023 - 2024,AR4110,AR4110 Painting,AR4110-002,2nd Semester,G2L34,1
S035,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S041,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S052,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S057,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S068,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S068,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S095,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S116,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S117,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S195,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S206,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S234,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S281,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S311,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S369,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S377,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S386,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S386,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S394,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S431,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S438,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S466,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S488,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S519,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S557,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S558,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S563,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S566,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S567,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S584,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S594,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S614,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S616,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S623,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S629,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S638,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S638,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S644,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S647,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S648,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S655,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-002,1st Semester,H13,1
S658,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-003,2nd Semester,H24,1
S669,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-001,1st Semester,H24,1
S670,NCSSM Durham,2023 - 2024,AR4310,AR4310 Digital Photography,AR4310-004,2nd Semester,H13,1
S354,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-002,1st Semester,F4LH2,1
S354,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-001,1st Semester,H24,1
S395,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-002,1st Semester,F4LH2,1
S395,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-001,1st Semester,H24,1
S423,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-002,1st Semester,F4LH2,1
S451,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-001,1st Semester,H24,1
S455,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-001,1st Semester,H24,1
S560,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-001,1st Semester,H24,1
S657,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-002,1st Semester,F4LH2,1
S671,NCSSM Durham,2023 - 2024,AR4520,AR4520 Advanced Studio Art,AR4520-001,1st Semester,H24,1
S001,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S002,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S003,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S004,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S005,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S006,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S007,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S008,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S009,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S010,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S011,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S012,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S013,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S014,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S015,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S016,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S017,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S018,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S019,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S020,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S021,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S022,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S023,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S024,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S025,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S026,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S027,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S028,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S029,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S030,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S031,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S032,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S033,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S034,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S035,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S036,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S037,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S038,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-025,1st Semester,A12L45,1
S039,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S040,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S041,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S042,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S043,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S044,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S045,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S046,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S047,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S048,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-023,1st Semester,G12L34,1
S049,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S050,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S051,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S052,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S053,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S054,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S055,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S056,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S057,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S058,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S059,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S060,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S061,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S062,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S063,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S064,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S065,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S066,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S067,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S068,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S069,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S070,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S071,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S072,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S073,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S074,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S075,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S076,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S077,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S078,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S079,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S080,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S081,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S082,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S083,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S084,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S085,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S086,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S087,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S088,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S089,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S090,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S091,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S092,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S093,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S094,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-010,1st Semester,C13L45,1
S095,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S096,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S097,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S098,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S099,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S100,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S101,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S102,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-004,1st Semester,F1234L,1
S103,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S104,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-026,1st Semester,G12L34,1
S105,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-018,1st Semester,B134L5,1
S106,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S107,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S108,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S109,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S110,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S111,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-019,1st Semester,C13L45,1
S112,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-012,1st Semester,F1234L,1
S113,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
S114,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-013,1st Semester,A12L45,1
S115,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S116,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S117,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S118,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S119,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S120,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S121,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S122,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S123,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S124,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-006,1st Semester,E123L5,1
S125,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S126,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S127,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-008,1st Semester,E1235L,1
S128,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-014,1st Semester,D1235L,1
S129,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S130,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S131,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-011,1st Semester,E1235L,1
S132,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-005,1st Semester,B134L5,1
S133,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-007,1st Semester,D1235L,1
S134,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-016,1st Semester,E1235L,1
S135,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-020,1st Semester,G12L34,1
S136,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-003,1st Semester,E1235L,1
S137,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S138,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-021,1st Semester,B134L5,1
S139,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-017,1st Semester,F1234L,1
S140,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-002,1st Semester,G12L34,1
S141,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-024,1st Semester,F1234L,1
S142,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-022,1st Semester,C13L45,1
S143,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-015,1st Semester,F1234L,1
S144,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-001,1st Semester,C13L45,1
S145,NCSSM Durham,2023 - 2024,AS4051,AS4051 American Studies I,AS4051-009,1st Semester,A12L45,1
