Student ID,School Level,School Year,Course Code,Course Title,Section,Term,Block,Enrolled
S284,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-001,2nd Semester,C13L45,1
S288,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-006,2nd Semester,B134L5,1
S289,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-003,2nd Semester,E123L5,1
S291,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-001,2nd Semester,C13L45,1
S292,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-003,2nd Semester,E123L5,1
S293,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-006,2nd Semester,B134L5,1
S294,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-002,2nd Semester,D1235L,1
S302,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-001,2nd Semester,C13L45,1
S303,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-002,2nd Semester,D1235L,1
S307,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-005,2nd Semester,G12L34,1
S310,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-003,2nd Semester,E123L5,1
S311,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-001,2nd Semester,C13L45,1
S313,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-002,2nd Semester,D1235L,1
S316,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-002,2nd Semester,D1235L,1
S317,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-005,2nd Semester,G12L34,1
S318,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-003,2nd Semester,E123L5,1
S320,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-002,2nd Semester,D1235L,1
S322,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-006,2nd Semester,B134L5,1
S324,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-001,2nd Semester,C13L45,1
S330,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-003,2nd Semester,E123L5,1
S335,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-003,2nd Semester,E123L5,1
S341,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-005,2nd Semester,G12L34,1
S342,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-006,2nd Semester,B134L5,1
S344,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-005,2nd Semester,G12L34,1
S347,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-005,2nd Semester,G12L34,1
S348,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-004,2nd Semester,F1234L,1
S349,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-002,2nd Semester,D1235L,1
S350,NCSSM Durham,2023 - 2024,MA4002,MA4002 Precalculus & Modeling w/ Advanced Topics II,MA4002-005,2nd Semester,G12L34,1
S011,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S033,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S035,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S048,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S051,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S056,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S059,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S062,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S067,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S103,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S119,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S123,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S161,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S214,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S259,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S272,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S323,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S333,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S334,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S351,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S364,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S376,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S390,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S395,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S400,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S429,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S432,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S433,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S434,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S457,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S458,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S461,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S467,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S469,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S470,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S481,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S502,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S505,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S517,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S529,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S530,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S537,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S548,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S560,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S576,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S578,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S579,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S580,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S588,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S597,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S603,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S611,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S625,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S629,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S646,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-002,1st Semester,B134L5,1
S672,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
S673,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-001,1st Semester,A12L45,1
#N/A,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
#N/A,NCSSM Durham,2023 - 2024,MA4012,MA4012 Calculus Ia,MA4012-004,1st Semester,E123L5,1
S011,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-001,2nd Semester,A12L45,1
S033,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-002,2nd Semester,B134L5,1
S048,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-001,2nd Semester,A12L45,1
S051,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S056,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-002,2nd Semester,B134L5,1
S059,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-001,2nd Semester,A12L45,1
S119,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-002,2nd Semester,B134L5,1
S123,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S272,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-002,2nd Semester,B134L5,1
S351,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S364,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-001,2nd Semester,A12L45,1
S376,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-002,2nd Semester,B134L5,1
S390,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S395,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S434,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-002,2nd Semester,B134L5,1
S481,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-001,2nd Semester,A12L45,1
S502,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-001,2nd Semester,A12L45,1
S517,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S530,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-002,2nd Semester,B134L5,1
S576,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-001,2nd Semester,A12L45,1
S603,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S646,NCSSM Durham,2023 - 2024,MA4014,MA4014 Calculus Ib with AP Exam Prep,MA4014-004,2nd Semester,E123L5,1
S035,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S067,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S103,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S161,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S214,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S259,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S323,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S333,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S334,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S400,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S429,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S432,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S433,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S457,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S458,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S461,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S467,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S469,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S470,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S505,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S529,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S537,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S548,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S560,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S578,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S579,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S580,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S588,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S597,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S625,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-002,2nd Semester,B134L5,1
S629,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S672,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-004,2nd Semester,E123L5,1
S673,NCSSM Durham,2023 - 2024,MA4016,MA4016 Calculus Ib,MA4016-001,2nd Semester,A12L45,1
S003,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S005,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-003,1st Semester,C13L45,1
S007,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S009,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S013,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S014,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S015,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S016,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S017,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S019,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S023,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S025,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S031,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S036,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-005,1st Semester,E123L5,1
S038,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S039,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-002,1st Semester,B134L5,1
S044,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S045,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S047,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S049,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-002,1st Semester,B134L5,1
S058,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S064,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-002,1st Semester,B134L5,1
S066,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S068,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S069,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-002,1st Semester,B134L5,1
S070,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S072,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-005,1st Semester,E123L5,1
S073,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-003,1st Semester,C13L45,1
S074,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S075,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-003,1st Semester,C13L45,1
S076,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S082,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S088,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-005,1st Semester,E123L5,1
S090,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S094,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S098,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S099,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S101,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-005,1st Semester,E123L5,1
S104,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S106,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S107,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S111,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S118,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S121,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S125,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S129,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S132,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S135,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S137,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-003,1st Semester,C13L45,1
S138,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S140,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S148,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-005,1st Semester,E123L5,1
S149,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S150,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S151,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S152,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S153,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S156,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S160,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-002,1st Semester,B134L5,1
S165,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S167,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-003,1st Semester,C13L45,1
S169,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S170,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-002,1st Semester,B134L5,1
S175,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-005,1st Semester,E123L5,1
S176,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S177,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S182,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S185,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S189,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S190,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S191,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S194,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-005,1st Semester,E123L5,1
S195,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S200,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S205,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S207,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S208,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S212,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S213,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S216,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S218,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-008,1st Semester,G12L34,1
S221,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
S222,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S224,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-003,1st Semester,C13L45,1
S225,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-004,1st Semester,D1235L,1
S229,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-006,1st Semester,F1234L,1
S234,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-003,1st Semester,C13L45,1
S236,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-001,1st Semester,A12L45,1
S238,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-007,1st Semester,D1235L,1
S242,NCSSM Durham,2023 - 2024,MA4042,MA4042 Calculus I,MA4042-009,1st Semester,A12L45,1
